# PARTICIPANT INFO
id,age,gender,handedness,startTime,endTime,finalCoins_exp1
999,19,male,right,8521,198515.00000000003,16

# EXPERIMENT 1 TRIALS
trial_index,stimulus,imagePath,start_time,choice,rt,outcome,coins_before,coins_after
1,zaff1,./stimuli/exp1/hh4.png,15868,approach,1226,1,4,5
2,nonzaff4,./stimuli/exp1/ss4.png,19040,avoid,1295,0,5,5
3,zaff2,./stimuli/exp1/sh4.png,21943,approach,1299,1,5,6
4,zaff3,./stimuli/exp1/hs1.png,24747,approach,1986,1,6,7
5,nonzaff4,./stimuli/exp1/ss2.png,28184,avoid,3036.0000000000036,0,7,7
6,zaff1,./stimuli/exp1/hh2.png,32878,approach,2436,1,7,8
7,zaff3,./stimuli/exp1/hs3.png,36778,approach,6184,1,8,9
8,zaff2,./stimuli/exp1/sh3.png,44268,approach,1794,1,9,10
9,zaff2,./stimuli/exp1/sh1.png,47666.00000000001,approach,1595.9999999999927,1,10,11
10,zaff3,./stimuli/exp1/hs2.png,50354,approach,1714,1,11,12
11,nonzaff4,./stimuli/exp1/ss1.png,53429,avoid,2438.0000000000073,0,12,12
12,zaff1,./stimuli/exp1/hh1.png,57280,approach,1271,1,12,13
13,zaff3,./stimuli/exp1/hs4.png,59895,approach,5121.999999999993,1,13,14
14,zaff2,./stimuli/exp1/sh2.png,66320.00000000001,approach,3730.9999999999854,1,14,15
15,zaff1,./stimuli/exp1/hh3.png,71496,approach,1163,1,15,16
16,nonzaff4,./stimuli/exp1/ss3.png,73714,avoid,3578,0,16,16

# EXPERIMENT 2 RANKING
rank,itemId,text
1,item-3,在目标正体验一种强烈情绪（如热恋）时，瞬间将其完全清除，使其内心归于绝对的平静。
2,item-5,在一个完全中性、无任何刺激的情境下，让目标体验到一种强烈的、无缘由的复杂情绪（如乡愁）。
3,item-6,让目标针对同一件事，在同一瞬间体验到两种同样强烈或都较弱的同效价维度情绪（例如，对毕业既感到悲伤又感到愤怒）
4,item-2,在一个强烈的情境下，将个体应有的情绪转为相近而不同的其他情绪，例如由惊恐转为厌恶
5,item-7,在1小时内定格对象的情绪，无论之后情境怎么变，对象的情绪都不会变
6,item-9,强行将目标一种正在体验的情绪转入潜意识，使其意识层面感觉不到，但情绪本身仍对行为产生潜在影响。
7,item-10,让目标的情绪产生的时间间断性延后，比如原本考试满分立刻感到狂喜，现在得知此消息后十分钟后才狂喜（情境完全一致）
8,item-1,让目标情绪产生的速度变慢，比如原本考试满分立刻感到狂喜，现在得知此消息后在十分钟内慢慢由微弱的开心到大笑再到狂喜（情境完全一样）
9,item-4,将目标已有的某种情绪，在性质不变的情况下，等比例增强其强度（例如，将微小的烦躁增强为愤怒）。
10,item-8,在目标现有情绪的基调上，增添一抹细微的“色彩”（例如，在“开心”的情绪上，增添一丝“得意”的感觉）。

# EVENT LOG
event,timestamp,page,details
772,433,50327
772,433,50338
772,433,50352.00000000001
772,433,50363
772,433,50415
772,433,50426
772,433,50436
772,433,50447
772,433,50458
772,433,50469
772,433,50480.00000000001
772,433,50491
772,433,50502
772,433,50513
772,433,50524
772,433,50535.00000000001
772,433,50546
772,433,50557
772,433,50568
772,433,50579
772,433,50590
772,433,50601
772,433,50612
772,433,50623
772,433,50633
772,433,50644
772,433,50654
772,433,50665
772,433,50676
772,433,50686
772,433,50697
772,433,50708
772,433,50719
772,433,50729
772,433,50740
772,433,50751
772,433,50762
772,433,50772
772,433,50783
772,433,50794.00000000001
772,433,50805
772,433,50816
772,433,50827
772,433,50838
772,433,50849.00000000001
772,433,50859
772,433,50870.00000000001
772,433,50880
772,433,50891
772,433,50902
772,433,50913.00000000001
772,433,50924
772,433,50934.00000000001
772,433,50946
772,433,50957
772,433,50967
772,433,50977.00000000001
772,433,50987
772,433,50998
772,433,51009
772,433,51020
772,433,51031
772,433,51042
772,433,51052
772,433,51063
772,433,51074
772,433,51085
772,433,51096
772,433,51107
772,433,51118
772,433,51128
772,433,51139
772,433,51150
772,433,51160.00000000001
772,433,51171
772,433,51182
772,433,51193
772,433,51204
772,433,51215
772,433,51226
772,433,51236.00000000001
772,433,51247
772,433,51258
772,433,51269
772,433,51279
772,433,51290
772,433,51301
772,433,51312
772,433,51323
772,433,51334
772,433,51345
772,433,51356
772,433,51367.00000000001
772,433,51379
769,433,51389
762,438,51400
745,448,51410.00000000001
745,448,51421
705,472,51431.00000000001
615,527,51442
615,527,51453
566,556,51464
510,592,51476
510,592,51487
466,620,51498
435,639,51508
435,639,51519
415,652,51529
393,665,51541.00000000001
393,665,51551
376,675,51562
362,683,51572
362,683,51583
350,690,51594
350,690,51604
338,698,51614.00000000001
326,705,51625
326,705,51635
320,709,51646
316,710,51656
316,710,51667
314,711,51678.00000000001
314,711,51688
314,711,51698
313,711,51708
313,711,51719
313,711,51730.00000000001
313,712,51740
313,712,51751
312,712,51762
311,713,51772
311,713,51783
311,713,51793
311,713,51803.00000000001
310,713,51814
309,714,51824
309,714,51835
308,715,51846
306,717,51856
306,717,51867.00000000001
305,718,51877
305,718,51889
304,719,51900
304,719,51910.00000000001
304,719,51921
304,719,51931.00000000001
304,719,51942
304,719,51952
304,719,51963
304,719,51973
304,719,51984
304,719,51995.00000000001
304,719,52006
304,719,52018
304,719,52029
304,719,52040
304,719,52051
304,719,52062
304,719,52072
304,719,52083
304,719,52093
304,719,52104
304,719,52116
304,719,52127
304,719,52138
304,719,52148
304,719,52159
304,719,52170
304,719,52181.00000000001
304,719,52192
304,719,52203
304,719,52214
304,719,52225
304,719,52235
304,719,52246
304,719,52256
308,718,52267
312,717,52277
312,717,52288.00000000001
323,712,52299
351,700,52309.00000000001
351,700,52320
387,682,52331
430,664,52342
430,664,52352.00000000001
473,644,52363
516,625,52373
516,625,52384
558,607,52395
612,584,52405
612,584,52416.00000000001
632,574,52427
632,574,52438
651,565,52449
659,561,52460
659,561,52471
665,558,52481
665,558,52492.00000000001
665,558,52502
665,558,52513
665,558,52524
665,558,52535.00000000001
665,558,52546
665,558,52556.00000000001
665,558,52567
665,558,52577
665,558,52588
665,558,52598
665,558,52609
665,558,52620.00000000001
665,558,52631
665,558,52642
665,558,52653
665,558,52664
665,558,52674
665,558,52685
670,554,52696
677,549,52706
685,541,52716
695,532,52727.00000000001
695,532,52738
713,518,52748
735,500,52758
735,500,52769
749,489,52780
760,480,52790
760,480,52801
765,476,52812
772,470,52822
772,470,52832
775,468,52842
775,468,52853
776,467,52864.00000000001
777,467,52875
777,467,52885
777,466,52896
778,466,52906
778,466,52917
778,465,52927
778,465,52938
778,465,52949
778,464,52960
778,464,52971
778,463,52981
778,462,52992.00000000001
778,462,53002
778,460,53013
778,459,53023
778,459,53034
778,457,53045
778,457,53055
778,456,53066
778,455,53076
778,455,53087
778,453,53098
778,452,53108.00000000001
778,452,53119
778,450,53129
777,448,53139
777,448,53149
777,446,53160.00000000001
776,445,53170
776,445,53181.00000000001
776,444,53192
775,443,53202
775,443,53214
775,443,53225
775,442,53235
775,442,53246
774,442,53256
774,442,53266
774,442,53277
774,442,53288.00000000001
774,442,53298
774,442,53309.00000000001
774,442,53319
774,442,53330
774,442,53341
774,442,53352.00000000001
774,442,53363
774,442,53373.00000000001
774,442,53383
774,442,53394
774,442,53405
774,442,53415
774,442,53426
774,442,53436
774,442,53446
774,442,53457
774,442,53510
774,442,53521
774,442,53533
774,442,53542
774,442,53553.00000000001
774,442,53564
774,442,53575
774,442,53585
774,442,53596
774,442,53607
774,442,53618
774,442,53629
774,442,53639
774,442,53651
774,442,53662
774,442,53672.00000000001
774,442,53683
774,442,53694
774,442,53705
774,442,53715
774,442,53726
774,442,53737
774,442,53749
774,442,53760
774,442,53771
774,442,53781
774,442,53792
774,442,53803.00000000001
774,442,53814
774,442,53825
774,442,53836
774,442,53848
774,442,53859
774,442,53869
774,442,53879
774,442,53890
774,442,53901
774,442,53911
774,442,53922.00000000001
774,442,53932
774,442,53943
774,442,53954
774,442,53964
774,442,53975
774,442,53985
774,442,53996
774,442,54007
774,442,54019
774,442,54029
774,442,54040
774,442,54051
774,442,54062
774,442,54073
774,442,54084
774,442,54095
774,442,54106
774,442,54117.00000000001
774,442,54128
774,442,54139
774,442,54150
774,442,54160.00000000001
774,442,54171
774,442,54182
774,442,54194
774,442,54205
774,442,54216
774,442,54227.00000000001
774,442,54237
774,442,54248.00000000001
774,442,54260
774,442,54271
774,442,54282
774,442,54292
774,442,54303.00000000001
774,442,54313
774,442,54324
774,442,54335
774,442,54346
774,442,54357
774,442,54368
774,442,54379
774,442,54390
774,442,54401
774,442,54413.00000000001
774,442,54424
774,442,54435
774,442,54446
774,442,54457
774,442,54467
774,442,54478
774,442,54489.00000000001
774,442,54500
774,442,54510
774,442,54521
774,442,54532
774,442,54543
774,442,54554
774,442,54565
774,442,54576
774,442,54588
774,442,54598
774,442,54609
774,442,54620.00000000001
774,442,54631
774,442,54642
774,442,54653
774,442,54664
774,442,54675.00000000001
774,442,54685
774,442,54696
774,442,54707
774,442,54717
774,442,54728
774,442,54740
774,442,54751
774,442,54762
774,442,54772
774,442,54783
774,442,54794.00000000001
774,442,54805
774,442,54815
774,442,54825
774,442,54835
774,442,54846
774,442,54856
774,442,54866
785,446,54879
793,450,54892
793,450,54903
821,464,54914
871,493,54924
871,493,54935
932,528,54946
1033,593,54958
1033,593,54969
1074,623,54979
1119,659,54990
1119,659,55002
1153,685,55012
1170,698,55023
1170,698,55034
1181,706,55044.00000000001
1181,706,55055
1192,713,55066
1196,716,55077
1196,716,55087
1200,718,55098
1203,719,55108.00000000001
1203,719,55119
1204,719,55130
1204,719,55140
1204,719,55151
1204,719,55162
1204,719,55172.00000000001
1205,719,55182
1205,719,55193
1205,719,55204
1205,719,55214
1206,718,55225
1206,718,55235
1206,718,55246
1206,718,55257
1206,718,55268
1206,717,55278
1206,717,55288.00000000001
1206,717,55299
1206,717,55310
1206,717,55321
1206,717,55331
1206,717,55342
1206,717,55352.00000000001
1206,717,55362
1206,717,55372
1206,717,55383
1206,717,55394
1206,717,55405
1206,717,55415
1206,717,55427
1206,717,55437
1206,717,55448
1206,717,55459
1206,717,55470
1206,717,55481
1206,717,55492.00000000001
1206,717,55502
1206,717,55513
1206,717,55524
1206,717,55535.00000000001
1206,717,55546
1206,717,55557
1206,717,55568
1206,717,55579
1206,717,55590
1206,717,55601
1206,717,55612
1206,717,55623.00000000001
1206,717,55635
1206,717,55646
1206,717,55656
1206,717,55667
1206,717,55678.00000000001
1206,717,55689
1206,717,55700
1206,717,55710
1206,717,55721
1206,717,55732
1206,717,55742.00000000001
1206,717,55753
1206,717,55764
1206,717,55776
1206,717,55786
1206,717,55797.00000000001
1206,717,55808
1206,717,55819
1206,717,55829
1206,717,55839
1206,717,55851
1206,717,55861.00000000001
1206,717,55871
1206,717,55881
1206,717,55891
1206,717,55902
1206,717,55913.00000000001
1206,717,55925.00000000001
1206,717,55935
1206,717,55946
1206,717,55957
1206,717,55968
1206,717,55979
1206,717,55990
1206,717,56001
1206,717,56012
1206,717,56023
1206,717,56034
1206,717,56045
1206,717,56055
1206,717,56066
1206,717,56077
1206,717,56088
1206,717,56098
1204,717,56108.00000000001
1201,716,56119
1201,716,56130
1197,714,56141
1186,709,56151
1186,709,56162
1142,690,56173
1097,671,56183
1097,671,56194
1034,642,56205
997,625,56215
997,625,56226
950,605,56237
906,587,56247
906,587,56258
871,568,56269
871,568,56279
852,557,56289
833,545,56300.00000000001
833,545,56310
822,537,56321
814,530,56331
814,530,56342
808,525,56353
808,525,56363
808,524,56373.00000000001
808,524,56384
808,524,56394
808,524,56405
808,524,56416.00000000001
808,524,56427
808,524,56437.00000000001
808,524,56448
808,524,56459
808,524,56470
808,524,56481
808,524,56491
808,524,56502
808,524,56513
808,524,56524
808,524,56535.00000000001
808,524,56546
808,524,56556.00000000001
808,524,56567
808,524,56578
808,524,56589
808,524,56600
808,524,56611.00000000001
808,524,56622
808,524,56633
807,523,56644
805,522,56654
804,520,56664
801,518,56675.00000000001
801,518,56685
791,509,56696
783,499,56706
783,499,56717
773,487,56728
773,487,56739.00000000001
767,478,56750
764,471,56760
764,471,56771
761,466,56782
760,462,56792
760,462,56803.00000000001
759,458,56814
758,455,56824
758,455,56835
758,453,56846
758,452,56856
758,452,56867.00000000001
758,451,56878
758,451,56888
758,450,56899
758,450,56909
758,450,56920
758,450,56931.00000000001
758,449,56942
758,449,56952
758,449,56963
758,449,56973
758,449,56984
758,448,56994
758,448,57005
758,447,57016
758,446,57027
758,446,57038.00000000001
758,445,57049
758,443,57060
758,443,57071
758,441,57081
758,440,57092
758,440,57102.00000000001
758,437,57113
758,436,57123.00000000001
758,436,57134
758,436,57144
758,436,57155
758,436,57166.00000000001
758,436,57177
758,436,57187.00000000001
758,436,57198
758,436,57208
758,436,57219
758,436,57229
758,436,57240
758,436,57251
758,436,57261
758,436,57277
758,436,57288.00000000001
758,436,57298
758,436,57350
758,436,57361.00000000001
758,436,57372
758,436,57383
758,436,57394
758,436,57405
758,436,57416.00000000001
758,436,57427
758,436,57438
758,436,57449
758,436,57460
758,436,57471
758,436,57482
758,436,57493
758,436,57504
758,436,57515
758,436,57526
758,436,57537
758,436,57548
758,436,57559.00000000001
758,436,57570
758,436,57581
758,436,57592
758,436,57602.00000000001
758,436,57613
758,436,57624
758,436,57635
758,436,57646
758,436,57657
758,436,57668
758,436,57679
758,436,57690
758,436,57701
758,436,57712
758,436,57723
758,436,57734
758,436,57745.00000000001
758,436,57756
758,436,57767
756,436,57782
747,443,57797.00000000001
739,448,57808
739,448,57819
713,466,57829
665,501,57841
665,501,57852.00000000001
616,538,57862
563,579,57874
563,579,57885
524,611,57896
480,649,57908
480,649,57919.00000000001
426,690,57930
405,705,57940
405,705,57951
382,719,57962
364,731,57972
364,731,57983.00000000001
349,738,57993
349,738,58005
338,742,58016
331,744,58026
331,744,58037
325,746,58048
320,747,58058
320,747,58069
316,748,58080
309,749,58090
309,749,58100
306,750,58111.00000000001
306,750,58122
302,750,58133
299,750,58143
299,750,58154
298,750,58164
297,750,58175.00000000001
297,750,58185
295,750,58196
295,750,58207
295,750,58218
294,749,58228
294,747,58239.00000000001
294,747,58250
293,745,58260
293,745,58271
293,743,58281
292,740,58291.00000000001
292,740,58302
292,738,58312.00000000001
291,737,58322
291,737,58333
291,736,58344
291,736,58355.00000000001
291,736,58366
291,736,58377
291,736,58388
291,736,58399
291,736,58409
291,736,58421
291,736,58431.00000000001
291,736,58441
291,736,58452
291,736,58463
291,736,58473
291,736,58484
291,736,58495.00000000001
291,736,58505
291,736,58516
291,736,58527
291,736,58538.00000000001
291,736,58548
291,736,58558
291,736,58569
291,736,58580
291,736,58591
291,736,58602.00000000001
291,736,58613
291,736,58624
291,736,58635
291,736,58646
291,736,58656
291,736,58667
291,736,58677
291,736,58689
291,736,58699
291,736,58710
291,736,58720
291,736,58731
291,736,58742.00000000001
291,736,58753
291,736,58764
292,736,58775
299,734,58786
307,731,58797.00000000001
332,720,58807
332,720,58818
385,693,58829
447,659,58839
447,659,58850
518,621,58860
518,621,58871
596,576,58881
627,558,58891
627,558,58902
644,550,58913.00000000001
644,550,58923
644,550,58934.00000000001
644,550,58945
644,550,58956
644,550,58967
644,550,58978
644,550,58989.00000000001
644,550,59000
644,550,59012
644,550,59023
644,550,59034
644,550,59045
644,550,59055
644,550,59066
644,550,59077
644,550,59088
644,550,59098
644,550,59109
644,550,59119
652,545,59129
658,541,59139
658,541,59150
683,524,59160.00000000001
683,524,59171
701,511,59182
722,498,59193
722,498,59204
731,491,59214
740,486,59225
740,486,59235
744,483,59246
747,482,59256
747,482,59267
750,480,59277
750,480,59288.00000000001
752,478,59298
755,476,59308
755,476,59319
757,474,59329
759,472,59339
759,472,59350
761,471,59360
761,471,59371
762,470,59381
762,468,59392
762,468,59402
763,467,59413.00000000001
764,464,59423
764,464,59434.00000000001
764,463,59444
764,463,59455
765,460,59466
765,458,59476
765,458,59487
765,456,59497
765,454,59507
765,454,59518
765,452,59529
765,450,59539
765,450,59550.00000000001
765,448,59561
765,448,59572
765,447,59583
765,446,59593
765,444,59603
765,444,59614.00000000001
765,443,59625
765,443,59635
765,443,59646
765,443,59657
765,443,59667
764,442,59678.00000000001
764,442,59688
764,442,59699
764,442,59710
764,442,59720
764,442,59731
764,442,59742.00000000001
764,442,59752
764,442,59763
764,442,59774
764,442,59784
764,442,59795
764,442,59806.00000000001
764,442,59817
764,442,59827
764,442,59837
764,442,59848
764,442,59859
764,442,59869
764,442,59880
764,442,59891
764,442,59902
764,442,59913.00000000001
764,442,59963
764,442,59973
764,442,59984
764,442,59995.00000000001
764,442,60006
764,442,60017
764,442,60028
764,442,60039
764,442,60050.00000000001
764,442,60061
764,442,60072
764,442,60082
764,442,60093
764,442,60104
764,442,60114.00000000001
764,442,60125
764,442,60136
764,442,60147
764,442,60158
764,442,60169.00000000001
764,442,60180
764,442,60191
764,442,60202
764,442,60213
764,442,60224.00000000001
764,442,60235
764,442,60246
764,442,60257
764,442,60268
764,442,60279
764,442,60290
764,442,60301
764,442,60312.00000000001
764,442,60323
764,442,60334
764,442,60348
761,444,60358.00000000001
757,447,60369
746,454,60380
746,454,60390
724,470,60400
699,487,60411
699,487,60421
673,506,60432
673,506,60443
648,523,60454
623,540,60464
623,540,60475
602,555,60485
577,573,60496
577,573,60506
550,593,60517
522,613,60528
522,613,60539
491,634,60550.00000000001
462,653,60562.00000000001
462,653,60573
443,666,60583
422,681,60594
422,681,60605.00000000001
400,697,60615
383,709,60625
383,709,60636
368,722,60647
368,722,60657
359,729,60668
353,734,60679
353,734,60689
349,737,60700
346,739,60710
346,739,60722
345,740,60732
345,740,60742.00000000001
345,740,60753
346,740,60763
346,740,60774
354,739,60785.00000000001
380,738,60796
380,738,60806.00000000001
436,734,60817
556,720,60827
556,720,60838
692,706,60849.00000000001
799,699,60859
799,699,60870.00000000001
949,692,60881
949,692,60892
1088,692,60903
1195,692,60914
1195,692,60924
1260,692,60935
1286,691,60946
1286,691,60956
1302,689,60967
1306,688,60977.00000000001
1306,688,60988
1307,687,60998.00000000001
1307,687,61008
1297,685,61019
1297,685,61029
1297,685,61039
1297,685,61050.00000000001
1297,685,61061
1294,685,61071
1289,685,61081
1289,685,61092
1285,685,61103
1277,685,61114.00000000001
1277,685,61125
1270,683,61135
1243,677,61145
1243,677,61156
1194,671,61166.00000000001
1092,660,61180
1092,660,61191
979,652,61202
847,646,61213
847,646,61224.00000000001
708,644,61235
565,644,61245.00000000001
565,644,61256
476,648,61267
414,652,61279
414,652,61289
375,655,61300.00000000001
356,656,61312.00000000001
356,656,61323
337,658,61333
334,659,61345
334,659,61356
332,660,61366
331,661,61377
331,661,61388
331,663,61398
331,663,61409
331,665,61420
331,668,61430
331,668,61441
331,671,61452
331,675,61462
331,675,61473
331,680,61484
331,684,61494
331,684,61505
331,689,61516
331,689,61526
327,697,61537
325,701,61547.00000000001
325,701,61559.00000000001
321,705,61569
318,708,61579
318,708,61590
316,710,61601
316,710,61611.00000000001
314,711,61621
313,712,61632
313,712,61642
312,713,61653
312,713,61663.00000000001
312,713,61674
311,714,61685
311,714,61696
311,714,61706
310,715,61717
310,715,61727.00000000001
310,715,61738
309,715,61749
309,715,61759
309,715,61770
308,715,61781
308,715,61791.00000000001
308,715,61802
308,715,61812.00000000001
308,715,61823
308,715,61833
